distance,time_different,WeekDay,Hour,v 
3.0888946777375796,196009,2,20,39.34415737079644
3.0888946777375796,195009,2,20,39.34415737079644
3.0888946777375796,194009,2,20,39.34415737079644
3.0888946777375796,192990,2,20,39.34415737079644
3.0888946777375796,192753,2,20,39.34415737079644
3.0888946777375796,192008,2,20,39.34415737079644
3.0888946777375796,191007,2,20,39.34415737079644
3.0888946777375796,189999,2,20,39.34415737079644
3.0888946777375796,188973,2,20,39.34415737079644
3.0888946777375796,188009,2,20,39.34415737079644
3.0888946777375796,186988,2,20,39.34415737079644
3.0888946777375796,186002,2,20,39.34415737079644
3.0888946777375796,185002,2,20,39.34415737079644
3.0888946777375796,184001,2,20,39.34415737079644
3.0888946777375796,183009,2,20,39.34415737079644
3.0888946777375796,182355,2,20,39.34415737079644
3.0888946777375796,181976,2,20,39.34415737079644
3.0888946777375796,181001,2,20,39.34415737079644
2.901804948817565,180002,2,20,39.34415737079644
2.901804948817565,179001,2,20,39.34415737079644
2.901804948817565,178009,2,20,39.34415737079644
2.901804948817565,176981,2,20,39.34415737079644
2.901804948817565,176009,2,20,39.34415737079644
2.901804948817565,175009,2,20,39.34415737079644
2.901804948817565,174011,2,20,39.34415737079644
2.901804948817565,172876,2,20,39.34415737079644
2.901804948817565,172642,2,20,39.34415737079644
2.901804948817565,171955,2,20,39.34415737079644
2.901804948817565,171009,2,20,39.34415737079644
2.901804948817565,170009,2,20,39.34415737079644
2.901804948817565,169001,2,20,39.34415737079644
2.901804948817565,168008,2,20,39.34415737079644
2.757460702482766,166008,2,20,39.34415737079644
2.757460702482766,165001,2,20,39.34415737079644
2.757460702482766,162969,2,20,39.34415737079644
2.757460702482766,162009,2,20,39.34415737079644
2.757460702482766,161008,2,20,39.34415737079644
2.757460702482766,160001,2,20,39.34415737079644
2.757460702482766,159001,2,20,39.34415737079644
2.757460702482766,157988,2,20,39.34415737079644
2.757460702482766,157010,2,20,39.34415737079644
2.757460702482766,155009,2,20,39.34415737079644
2.757460702482766,153206,2,20,39.34415737079644
2.757460702482766,152925,2,20,39.34415737079644
2.757460702482766,152119,2,20,39.34415737079644
2.610403438412136,150996,2,20,39.34415737079644
2.610403438412136,148987,2,20,39.34415737079644
2.610403438412136,146986,2,20,39.34415737079644
2.610403438412136,145001,2,20,39.34415737079644
2.5749370426903995,142998,2,20,39.34415737079644
2.5749370426903995,141001,2,20,39.34415737079644
2.5749370426903995,138986,2,20,39.34415737079644
2.5749370426903995,137007,2,20,39.34415737079644
2.4712149137305324,134919,2,20,39.34415737079644
2.4712149137305324,132913,2,20,39.34415737079644
2.4712149137305324,131010,2,20,39.34415737079644
2.4712149137305324,130013,2,20,39.34415737079644
2.4712149137305324,128008,2,20,39.34415737079644
2.4712149137305324,125997,2,20,39.34415737079644
2.4712149137305324,124983,2,20,39.34415737079644
2.4712149137305324,123009,2,20,39.34415737079644
2.4712149137305324,122010,2,20,39.34415737079644
2.4712149137305324,121878,2,20,39.34415737079644
2.4712149137305324,121010,2,20,39.34415737079644
2.3423183116673387,120009,2,20,39.34415737079644
2.3423183116673387,118996,2,20,39.34415737079644
2.3423183116673387,118001,2,20,39.34415737079644
2.3423183116673387,117008,2,20,39.34415737079644
2.3423183116673387,116010,2,20,39.34415737079644
2.3423183116673387,114988,2,20,39.34415737079644
2.3423183116673387,113994,2,20,39.34415737079644
2.3423183116673387,112886,2,20,39.34415737079644
2.3423183116673387,112713,2,20,39.34415737079644
2.3423183116673387,111972,2,20,39.34415737079644
2.3423183116673387,111009,2,20,39.34415737079644
2.2331750565257504,110001,2,20,39.34415737079644
2.2331750565257504,108969,2,20,39.34415737079644
2.2331750565257504,108000,2,20,39.34415737079644
2.2331750565257504,107011,2,20,39.34415737079644
2.2331750565257504,106003,2,20,39.34415737079644
2.2331750565257504,105009,2,20,39.34415737079644
2.2331750565257504,103979,2,20,39.34415737079644
2.2331750565257504,102992,2,20,39.34415737079644
2.2331750565257504,101793,2,20,39.34415737079644
2.2331750565257504,101009,2,20,39.34415737079644
2.2331750565257504,100000,2,20,39.34415737079644
