
3.919908576170595,502929,1,17
3.919908576170595,502703,1,17
3.919908576170595,502491,1,17
3.919908576170595,502300,1,17
3.919908576170595,502103,1,17
3.919908576170595,501888,1,17
3.919908576170595,501698,1,17
3.919908576170595,501501,1,17
3.919908576170595,501272,1,17
3.919908576170595,500992,1,17
3.919908576170595,500809,1,17
3.919908576170595,500622,1,17
3.919908576170595,500412,1,17
3.919908576170595,500212,1,17
3.919908576170595,499982,1,17
3.919908576170595,499790,1,17
3.919908576170595,499566,1,17
3.919908576170595,499377,1,17
3.919908576170595,499112,1,17
3.919908576170595,498838,1,17
3.919908576170595,498622,1,17
3.919908576170595,498413,1,17
3.919908576170595,498215,1,17
3.919908576170595,497956,1,17
3.919908576170595,497713,1,17
3.919908576170595,497530,1,17
3.919908576170595,497325,1,17
3.919908576170595,497135,1,17
3.919908576170595,496912,1,17
3.919908576170595,496672,1,17
3.919908576170595,496463,1,17
3.919908576170595,496258,1,17
3.919908576170595,496062,1,17
3.919908576170595,495859,1,17
3.919908576170595,495658,1,17
3.919908576170595,489930,1,17
3.919908576170595,489107,1,17
3.919908576170595,487096,1,17
3.919908576170595,485936,1,17
3.919908576170595,485049,1,17
3.919908576170595,482996,1,17
3.919908576170595,482103,1,17
3.919908576170595,481088,1,17
3.673273116002556,480089,1,17
3.673273116002556,479095,1,17
3.673273116002556,478095,1,17
3.673273116002556,476081,1,17
3.673273116002556,474021,1,17
3.673273116002556,473104,1,17
3.673273116002556,471103,1,17
3.673273116002556,469104,1,17
3.673273116002556,468087,1,17
3.673273116002556,467086,1,17
3.531736771346507,466072,1,17
3.531736771346507,465520,1,17
3.531736771346507,464090,1,17
3.531736771346507,461095,1,17
3.531736771346507,457094,1,17
3.531736771346507,455102,1,17
3.486364087884095,452090,1,17
3.486364087884095,445377,1,17
3.486364087884095,442131,1,17
3.486364087884095,438090,1,17
3.486364087884095,436104,1,17
3.4413181811113507,434090,1,17
3.4413181811113507,432090,1,17
3.4413181811113507,430076,1,17
3.4413181811113507,428104,1,17
3.4413181811113507,425362,1,17
3.4413181811113507,425012,1,17
3.4413181811113507,422089,1,17
3.4413181811113507,420080,1,17
3.4413181811113507,418095,1,17
3.4413181811113507,416084,1,17
3.4413181811113507,415076,1,17
3.4413181811113507,414094,1,17
3.4413181811113507,413092,1,17
